timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/01/20 18:26:30.684, 86 %, 77 %, 11274 MiB, 12288 MiB, 54, 125.66 W
2026/01/20 18:26:31.686, 85 %, 75 %, 11279 MiB, 12288 MiB, 54, 126.76 W
2026/01/20 18:26:32.688, 85 %, 77 %, 11338 MiB, 12288 MiB, 54, 125.93 W
2026/01/20 18:26:33.690, 84 %, 75 %, 11339 MiB, 12288 MiB, 54, 126.12 W
2026/01/20 18:26:34.701, 80 %, 72 %, 11338 MiB, 12288 MiB, 55, 126.77 W
2026/01/20 18:26:35.703, 82 %, 75 %, 11277 MiB, 12288 MiB, 55, 127.26 W
2026/01/20 18:26:36.705, 80 %, 71 %, 11298 MiB, 12288 MiB, 56, 123.14 W
2026/01/20 18:26:37.735, 83 %, 73 %, 11302 MiB, 12288 MiB, 56, 127.91 W
2026/01/20 18:26:38.737, 78 %, 71 %, 11302 MiB, 12288 MiB, 56, 126.33 W
2026/01/20 18:26:39.742, 83 %, 75 %, 11301 MiB, 12288 MiB, 57, 127.75 W
2026/01/20 18:26:40.774, 83 %, 74 %, 11289 MiB, 12288 MiB, 57, 128.02 W
2026/01/20 18:26:41.776, 83 %, 76 %, 11289 MiB, 12288 MiB, 57, 126.73 W
2026/01/20 18:26:42.778, 80 %, 63 %, 11289 MiB, 12288 MiB, 58, 126.68 W
2026/01/20 18:26:43.781, 82 %, 72 %, 11313 MiB, 12288 MiB, 57, 123.94 W
2026/01/20 18:26:44.818, 83 %, 74 %, 11317 MiB, 12288 MiB, 58, 126.77 W
2026/01/20 18:26:45.867, 85 %, 53 %, 11316 MiB, 12288 MiB, 59, 127.44 W
2026/01/20 18:26:46.908, 83 %, 72 %, 11302 MiB, 12288 MiB, 59, 121.79 W
2026/01/20 18:26:48.782, 84 %, 73 %, 11312 MiB, 12288 MiB, 59, 124.35 W
2026/01/20 18:26:49.785, 0 %, 0 %, 11303 MiB, 12288 MiB, 55, 89.65 W
2026/01/20 18:26:50.816, 0 %, 0 %, 11296 MiB, 12288 MiB, 55, 47.35 W
2026/01/20 18:26:51.819, 1 %, 2 %, 11304 MiB, 12288 MiB, 53, 37.07 W
